system_id,system_title,document,link_label,linked_source,target_kind,exists,expanded_code_file_count
architecture-system:14,"원정, 월드맵과 전략 전투",docs_final/architecture/systems/14-offense-expeditions-and-world-map.md,Assets/Scripts/Services/Offense/Strategic/OffenseTravelAndDecisionRuntime.cs,Assets/Scripts/Services/Offense/Strategic/OffenseTravelAndDecisionRuntime.cs,code-file,true,1
architecture-system:14,"원정, 월드맵과 전략 전투",docs_final/architecture/systems/14-offense-expeditions-and-world-map.md,Assets/Scripts/Services/Offense/Strategic/OffenseWorldStateSaveCodec.cs,Assets/Scripts/Services/Offense/Strategic/OffenseWorldStateSaveCodec.cs,code-file,true,1
architecture-system:15,"연구, 해금과 런 진행",docs_final/architecture/systems/15-research-progression-and-meta.md,Assets/Scripts/Models/Research/Core/ResearchQueueSystem.cs,Assets/Scripts/Models/Research/Core/ResearchQueueSystem.cs,code-file,true,1
architecture-system:15,"연구, 해금과 런 진행",docs_final/architecture/systems/15-research-progression-and-meta.md,Assets/Scripts/Models/Research/Core/ResearchUnlockBundleDefinitionSO.cs,Assets/Scripts/Models/Research/Core/ResearchUnlockBundleDefinitionSO.cs,code-file,true,1
architecture-system:15,"연구, 해금과 런 진행",docs_final/architecture/systems/15-research-progression-and-meta.md,Assets/Scripts/Services/Infrastructure/BlueprintResearchProjectCoordinator.cs,Assets/Scripts/Services/Infrastructure/BlueprintResearchProjectCoordinator.cs,code-file,true,1
architecture-system:15,"연구, 해금과 런 진행",docs_final/architecture/systems/15-research-progression-and-meta.md,Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs,Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs,code-file,true,1
architecture-system:15,"연구, 해금과 런 진행",docs_final/architecture/systems/15-research-progression-and-meta.md,Assets/Scripts/Services/Infrastructure/BlueprintResearchSaveSection.cs,Assets/Scripts/Services/Infrastructure/BlueprintResearchSaveSection.cs,code-file,true,1
architecture-system:15,"연구, 해금과 런 진행",docs_final/architecture/systems/15-research-progression-and-meta.md,Assets/Scripts/Services/Infrastructure/Core/MetaProgressionRuntime.cs,Assets/Scripts/Services/Infrastructure/Core/MetaProgressionRuntime.cs,code-file,true,1
architecture-system:15,"연구, 해금과 런 진행",docs_final/architecture/systems/15-research-progression-and-meta.md,Assets/Scripts/Services/Meta/MetaRuntimeApplicationAdapter.cs,Assets/Scripts/Services/Meta/MetaRuntimeApplicationAdapter.cs,code-file,true,1
architecture-system:16,"세력, 사건, 모집과 포로",docs_final/architecture/systems/16-factions-events-recruitment-and-captivity.md,Assets/Scripts/Models/Characters/CharacterSettlementStanding.cs,Assets/Scripts/Models/Characters/CharacterSettlementStanding.cs,code-file,true,1
architecture-system:16,"세력, 사건, 모집과 포로",docs_final/architecture/systems/16-factions-events-recruitment-and-captivity.md,Assets/Scripts/Services/Captivity/CaptivityRuntime.cs,Assets/Scripts/Services/Captivity/CaptivityRuntime.cs,code-file,true,1
architecture-system:16,"세력, 사건, 모집과 포로",docs_final/architecture/systems/16-factions-events-recruitment-and-captivity.md,Assets/Scripts/Services/Captivity/CircusRuntime.cs,Assets/Scripts/Services/Captivity/CircusRuntime.cs,code-file,true,1
architecture-system:16,"세력, 사건, 모집과 포로",docs_final/architecture/systems/16-factions-events-recruitment-and-captivity.md,Assets/Scripts/Services/Captivity/MinionSettlementSocialRuntime.cs,Assets/Scripts/Services/Captivity/MinionSettlementSocialRuntime.cs,code-file,true,1
architecture-system:16,"세력, 사건, 모집과 포로",docs_final/architecture/systems/16-factions-events-recruitment-and-captivity.md,Assets/Scripts/Services/Captivity/WildlifeCaptureRuntime.cs,Assets/Scripts/Services/Captivity/WildlifeCaptureRuntime.cs,code-file,true,1
architecture-system:16,"세력, 사건, 모집과 포로",docs_final/architecture/systems/16-factions-events-recruitment-and-captivity.md,Assets/Scripts/Services/Character/Core/CharacterSettlementStandingQuery.cs,Assets/Scripts/Services/Character/Core/CharacterSettlementStandingQuery.cs,code-file,true,1
architecture-system:16,"세력, 사건, 모집과 포로",docs_final/architecture/systems/16-factions-events-recruitment-and-captivity.md,Assets/Scripts/Services/Factions/FactionRuntime.cs,Assets/Scripts/Services/Factions/FactionRuntime.cs,code-file,true,1
architecture-system:16,"세력, 사건, 모집과 포로",docs_final/architecture/systems/16-factions-events-recruitment-and-captivity.md,Assets/Scripts/Services/Recruitment/RegularCustomerRuntime.cs,Assets/Scripts/Services/Recruitment/RegularCustomerRuntime.cs,code-file,true,1
architecture-system:16,"세력, 사건, 모집과 포로",docs_final/architecture/systems/16-factions-events-recruitment-and-captivity.md,Assets/Scripts/Services/Recruitment/SettlementPopulationCapacityRuntime.cs,Assets/Scripts/Services/Recruitment/SettlementPopulationCapacityRuntime.cs,code-file,true,1
architecture-system:16,"세력, 사건, 모집과 포로",docs_final/architecture/systems/16-factions-events-recruitment-and-captivity.md,Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Services/Run/V20CampaignRuntime.cs,code-file,true,1
architecture-system:16,"세력, 사건, 모집과 포로",docs_final/architecture/systems/16-factions-events-recruitment-and-captivity.md,Assets/Scripts/Services/Run/V20ContentResolutionService.cs,Assets/Scripts/Services/Run/V20ContentResolutionService.cs,code-file,true,1
architecture-system:17,"세션 조립, 저장과 결정론",docs_final/architecture/systems/17-session-save-and-determinism.md,Assets/Scripts/Services/Foundation/Save/DungeonDurableSaveCommitContracts.cs,Assets/Scripts/Services/Foundation/Save/DungeonDurableSaveCommitContracts.cs,code-file,true,1
architecture-system:17,"세션 조립, 저장과 결정론",docs_final/architecture/systems/17-session-save-and-determinism.md,Assets/Scripts/Services/Foundation/Save/DungeonSaveSections.cs,Assets/Scripts/Services/Foundation/Save/DungeonSaveSections.cs,code-file,true,1
architecture-system:17,"세션 조립, 저장과 결정론",docs_final/architecture/systems/17-session-save-and-determinism.md,Assets/Scripts/Services/Infrastructure/Core/Save/DungeonJsonSaveSection.cs,Assets/Scripts/Services/Infrastructure/Core/Save/DungeonJsonSaveSection.cs,code-file,true,1
architecture-system:17,"세션 조립, 저장과 결정론",docs_final/architecture/systems/17-session-save-and-determinism.md,Assets/Scripts/Services/Infrastructure/DungeonAutosaveService.cs,Assets/Scripts/Services/Infrastructure/DungeonAutosaveService.cs,code-file,true,1
architecture-system:17,"세션 조립, 저장과 결정론",docs_final/architecture/systems/17-session-save-and-determinism.md,Assets/Scripts/Services/Infrastructure/DungeonGameSaveService.cs,Assets/Scripts/Services/Infrastructure/DungeonGameSaveService.cs,code-file,true,1
architecture-system:17,"세션 조립, 저장과 결정론",docs_final/architecture/systems/17-session-save-and-determinism.md,Assets/Scripts/Services/Infrastructure/DungeonRuntimeLifetimeScope.cs,Assets/Scripts/Services/Infrastructure/DungeonRuntimeLifetimeScope.cs,code-file,true,1
architecture-system:17,"세션 조립, 저장과 결정론",docs_final/architecture/systems/17-session-save-and-determinism.md,Assets/Scripts/Services/Infrastructure/Registration/DungeonSaveRegistration.cs,Assets/Scripts/Services/Infrastructure/Registration/DungeonSaveRegistration.cs,code-file,true,1
architecture-system:17,"세션 조립, 저장과 결정론",docs_final/architecture/systems/17-session-save-and-determinism.md,Assets/Scripts/Services/Items/PhysicalItemMassQuery.cs,Assets/Scripts/Services/Items/PhysicalItemMassQuery.cs,code-file,true,1
architecture-system:17,"세션 조립, 저장과 결정론",docs_final/architecture/systems/17-session-save-and-determinism.md,Assets/Scripts/Services/Items/PhysicalItemSaveValidation.cs,Assets/Scripts/Services/Items/PhysicalItemSaveValidation.cs,code-file,true,1
architecture-system:17,"세션 조립, 저장과 결정론",docs_final/architecture/systems/17-session-save-and-determinism.md,Assets/Scripts/Services/Items/PhysicalItemsSaveSection.cs,Assets/Scripts/Services/Items/PhysicalItemsSaveSection.cs,code-file,true,1
architecture-system:18,"UI, 알림과 성능 진단",docs_final/architecture/systems/18-presentation-notifications-and-diagnostics.md,Assets/Scripts/Services/Foundation/Events/GameEventBus.cs,Assets/Scripts/Services/Foundation/Events/GameEventBus.cs,code-file,true,1
architecture-system:18,"UI, 알림과 성능 진단",docs_final/architecture/systems/18-presentation-notifications-and-diagnostics.md,Assets/Scripts/Services/Infrastructure/Core/Diagnostics/GameplayPerformanceMeasurementSession.cs,Assets/Scripts/Services/Infrastructure/Core/Diagnostics/GameplayPerformanceMeasurementSession.cs,code-file,true,1
architecture-system:18,"UI, 알림과 성능 진단",docs_final/architecture/systems/18-presentation-notifications-and-diagnostics.md,Assets/Scripts/Services/Infrastructure/Core/Diagnostics/GameplayPerformanceReportAssembler.cs,Assets/Scripts/Services/Infrastructure/Core/Diagnostics/GameplayPerformanceReportAssembler.cs,code-file,true,1
architecture-system:18,"UI, 알림과 성능 진단",docs_final/architecture/systems/18-presentation-notifications-and-diagnostics.md,Assets/Scripts/Views/UI/Core/EventAlertRuntime.cs,Assets/Scripts/Views/UI/Core/EventAlertRuntime.cs,code-file,true,1
architecture-system:18,"UI, 알림과 성능 진단",docs_final/architecture/systems/18-presentation-notifications-and-diagnostics.md,Assets/Scripts/Views/UI/Core/EventAlertViewPresenter.cs,Assets/Scripts/Views/UI/Core/EventAlertViewPresenter.cs,code-file,true,1
architecture-system:18,"UI, 알림과 성능 진단",docs_final/architecture/systems/18-presentation-notifications-and-diagnostics.md,Assets/Scripts/Views/UI/Core/NoticeFeedPresenter.cs,Assets/Scripts/Views/UI/Core/NoticeFeedPresenter.cs,code-file,true,1
architecture-system:18,"UI, 알림과 성능 진단",docs_final/architecture/systems/18-presentation-notifications-and-diagnostics.md,Assets/Scripts/Views/UI/Core/PresentationPrimitives.cs,Assets/Scripts/Views/UI/Core/PresentationPrimitives.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Models/Evolution/Core/EvolutionHistoryModels.cs,Assets/Scripts/Models/Evolution/Core/EvolutionHistoryModels.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Models/Evolution/Core/UsageLedgerCompactor.cs,Assets/Scripts/Models/Evolution/Core/UsageLedgerCompactor.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Models/Evolution/Facility/FacilityEvolutionModels.cs,Assets/Scripts/Models/Evolution/Facility/FacilityEvolutionModels.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Models/FacilityEvolution/Core/FacilityEvolutionAggregate.cs,Assets/Scripts/Models/FacilityEvolution/Core/FacilityEvolutionAggregate.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Models/FacilityEvolution/Core/FacilityEvolutionRestore.cs,Assets/Scripts/Models/FacilityEvolution/Core/FacilityEvolutionRestore.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Models/FacilityEvolution/Core/FacilityEvolutionRules.cs,Assets/Scripts/Models/FacilityEvolution/Core/FacilityEvolutionRules.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Models/Synthesis/Core/FacilitySynthesisRules.cs,Assets/Scripts/Models/Synthesis/Core/FacilitySynthesisRules.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/Evolution/EvolutionHistoryNarrativeRuntime.cs,Assets/Scripts/Services/Evolution/EvolutionHistoryNarrativeRuntime.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionAggregateAdapter.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionAggregateAdapter.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionIdentity.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionIdentity.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionLlmProposalProvider.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionLlmProposalProvider.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionMutations.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionMutations.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecord.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecord.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordEventRecorder.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordEventRecorder.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionService.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionService.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionStateComponent.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionStateComponent.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/FacilityInstanceEvolutionRuntime.cs,Assets/Scripts/Services/FacilityEvolution/FacilityInstanceEvolutionRuntime.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/FacilityModificationMaterialOutbox.cs,Assets/Scripts/Services/FacilityEvolution/FacilityModificationMaterialOutbox.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/FacilityRecalibrationMaterialOutbox.cs,Assets/Scripts/Services/FacilityEvolution/FacilityRecalibrationMaterialOutbox.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/FacilityRelocationPackageOutbox.cs,Assets/Scripts/Services/FacilityEvolution/FacilityRelocationPackageOutbox.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/FacilityEvolution/WarehouseFacilityEvolutionResourceProvider.cs,Assets/Scripts/Services/FacilityEvolution/WarehouseFacilityEvolutionResourceProvider.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/Synthesis/FacilitySynthesisRecipeSO.cs,Assets/Scripts/Services/Synthesis/FacilitySynthesisRecipeSO.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/Synthesis/FacilitySynthesisRuntime.cs,Assets/Scripts/Services/Synthesis/FacilitySynthesisRuntime.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Services/Synthesis/FacilitySynthesisSystem.cs,Assets/Scripts/Services/Synthesis/FacilitySynthesisSystem.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Views/FacilityEvolution/UI/FacilityEvolutionPanel.cs,Assets/Scripts/Views/FacilityEvolution/UI/FacilityEvolutionPanel.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Views/Synthesis/UI/FacilitySynthesisPanel.cs,Assets/Scripts/Views/Synthesis/UI/FacilitySynthesisPanel.cs,code-file,true,1
architecture-system:19,시설 합성과 사용 기반 진화,docs_final/architecture/systems/19-facility-synthesis-and-use-based-evolution.md,Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs,Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs,code-file,true,1
