content_type,scope,stable_id,evidence_kinds,system,code_role,confidence,source_path
ServiceIncidentDefinitionSO,content-type,,type-reference,services:run,runtime,structural-type-consumer,Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs
ServiceIncidentDefinitionSO,content-type,,type-reference; save-restore-reference,services:run,runtime,structural-type-consumer,Assets/Scripts/Services/Run/V20CampaignRuntime.cs
ServiceIncidentDefinitionSO,content-type,,type-reference; save-restore-reference,services:run,runtime,structural-type-consumer,Assets/Scripts/Services/Run/V20ContentResolutionService.cs
ServiceIncidentDefinitionSO,stable-id,service-incident:culturalinsult,stable-id-literal,services:run,runtime,exact-literal-consumer,Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs
ServiceIncidentDefinitionSO,stable-id,service-incident:forbiddenmeal,stable-id-literal,services:run,runtime,exact-literal-consumer,Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs
